frame,video_time_s,run_elapsed_s,position_raw,position_percent,position_smooth_percent,visible_moving_markers,marker_progress
191,38.2,56.06143975628238,0.10703486663530375,10.703486663530375,10.703486663530375,2,"{'11': 0.10604152728665396, '10': 0.10802820598395353}"
192,38.400000000000006,56.26143502599933,0.09657718621691988,9.657718621691988,9.657718621691988,2,"{'11': 0.09573163600671099, '10': 0.09742273642712876}"
193,38.6,56.46143029571628,0.08727252390631404,8.727252390631405,8.727252390631405,2,"{'11': 0.0864389604618582, '10': 0.0881060873507699}"
194,38.800000000000004,56.661425565433234,0.0778802216325103,7.788022163251029,7.788022163251029,2,"{'11': 0.07706095884360839, '10': 0.07869948442141221}"
195,39.0,56.861420835150184,0.06916131283800073,6.916131283800072,6.916131283800072,2,"{'11': 0.06837464435580783, '10': 0.06994798132019364}"
196,39.2,57.061416104867135,0.06051307454151618,6.051307454151618,6.051307454151618,2,"{'11': 0.05995309083531515, '10': 0.061073058247717214}"
197,39.400000000000006,57.261411374584085,0.052333975935360585,5.233397593536059,5.233397593536059,2,"{'11': 0.05185390471118313, '10': 0.05281404715953804}"
198,39.6,57.461406644301036,0.044872345712975846,4.487234571297584,4.487234571297584,2,"{'11': 0.04450483443712913, '10': 0.04523985698882256}"
199,39.800000000000004,57.661401914017986,0.03883440095896554,3.8834400958965536,3.8834400958965536,2,"{'11': 0.03831109204667112, '10': 0.03935770987125995}"
200,40.0,57.86139718373494,0.03283203284883794,3.283203284883794,3.283203284883794,2,"{'11': 0.03239492920854831, '10': 0.03326913648912756}"
201,40.2,58.06139245345189,0.02858561138059525,2.858561138059525,2.858561138059525,2,"{'11': 0.02798296610735837, '10': 0.02918825665383213}"
202,40.400000000000006,58.26138772316884,0.025298636897264692,2.5298636897264695,2.5298636897264695,2,"{'11': 0.024836723994078942, '10': 0.02576054980045044}"
203,40.6,58.46138299288579,0.023054632429298103,2.30546324292981,2.30546324292981,2,"{'11': 0.022715241356415387, '10': 0.02339402350218082}"
204,40.800000000000004,58.66137826260274,0.02130941537019026,2.1309415370190257,2.1309415370190257,2,"{'11': 0.02103131514324392, '10': 0.0215875155971366}"
205,41.0,58.86137353231969,0.01934476708598945,1.934476708598945,1.934476708598945,2,"{'11': 0.018897143764236485, '10': 0.01979239040774242}"
206,41.2,59.06136880203664,0.017688874435226758,1.7688874435226758,1.7688874435226758,2,"{'11': 0.01756385465556394, '10': 0.01781389421488957}"
207,41.400000000000006,59.26136407175359,0.016095372106477768,1.6095372106477768,1.6095372106477768,2,"{'11': 0.015963555840830878, '10': 0.01622718837212466}"
208,41.6,59.46135934147054,0.015001366317126093,1.5001366317126092,1.5001366317126092,2,"{'11': 0.01479483367828372, '10': 0.015207898955968467}"
209,41.800000000000004,59.66135461118749,0.014116817042036777,1.4116817042036778,1.4116817042036778,2,"{'11': 0.013860084386690197, '10': 0.014373549697383357}"
210,42.0,59.86134988090444,0.013156444133011891,1.315644413301189,1.315644413301189,2,"{'11': 0.01306868561763298, '10': 0.013244202648390803}"
211,42.2,60.06134515062139,0.011318602193498197,1.1318602193498197,1.1318602193498197,2,"{'11': 0.011478272332820004, '10': 0.01115893205417639}"
212,42.400000000000006,60.26134042033834,0.009379880899035912,0.9379880899035912,0.9379880899035912,2,"{'11': 0.009626600050123443, '10': 0.009133161747948381}"
213,42.6,60.46133569005529,0.00757425441199641,0.757425441199641,0.757425441199641,2,"{'11': 0.007776104413540041, '10': 0.007372404410452779}"
214,42.800000000000004,60.66133095977224,0.0061875117442389705,0.618751174423897,0.618751174423897,2,"{'11': 0.006479917770307924, '10': 0.005895105718170016}"
215,43.0,60.861326229489194,0.004591436073412069,0.4591436073412069,0.4591436073412069,2,"{'11': 0.004758705911192335, '10': 0.0044241662356318025}"
216,43.2,61.061321499206144,0.003591186248769455,0.35911862487694546,0.35911862487694546,2,"{'11': 0.003980185128910277, '10': 0.0032021873686286324}"
217,43.400000000000006,61.261316768923095,0.002249933261644003,0.2249933261644003,0.2249933261644003,2,"{'11': 0.0025807182197904546, '10': 0.0019191483034975512}"
218,43.6,61.461312038640045,0.001076835798867937,0.1076835798867937,0.1271675678507847,2,"{'11': 0.0013035492508410428, '10': 0.0008501223468948315}"
219,43.800000000000004,61.661307308356996,0.001271675678507847,0.1271675678507847,0.1271675678507847,2,"{'11': 0.00140974249429736, '10': 0.0011336088627183338}"
220,44.0,61.861302578073946,0.001339363638568368,0.1339363638568368,0.1271675678507847,2,"{'11': 0.0014360888489321623, '10': 0.0012426384282045735}"
221,44.2,62.0612978477909,0.0006241295226226476,0.06241295226226476,0.08824936499942779,2,"{'11': 0.0008459993401066685, '10': 0.00040225970513862677}"
222,44.400000000000006,62.26129311750786,0.0008824936499942778,0.08824936499942779,0.06241295226226476,2,"{'11': 0.0008490578406267883, '10': 0.0009159294593617674}"
223,44.6,62.4612883872248,0.0005395124052054183,0.05395124052054183,0.05641268696790439,2,"{'11': 0.000421993195517254, '10': 0.0006570316148935826}"
224,44.800000000000004,62.66128365694175,0.0005641268696790439,0.05641268696790439,0.05641268696790439,2,"{'11': 0.0005936124540145099, '10': 0.000534641285343578}"
225,45.0,62.8612789266587,0.0008023627611912173,0.08023627611912174,0.0676959623354904,2,"{'11': 0.0007565693074471259, '10': 0.0008481562149353086}"
226,45.2,63.06127419637565,0.0006769596233549039,0.0676959623354904,0.0676959623354904,2,"{'11': 0.0007523033146101553, '10': 0.0006016159320996526}"
227,45.400000000000006,63.261269466092614,0.0005571479934816291,0.05571479934816291,0.0676959623354904,2,"{'11': 0.0005460456375149142, '10': 0.000568250349448344}"
228,45.6,63.46126473580955,0.0007397847695528072,0.07397847695528072,0.07397847695528072,2,"{'11': 0.0007643863282327671, '10': 0.0007151832108728474}"
229,45.800000000000004,63.661260005526515,0.0009587230072807017,0.09587230072807017,0.09587230072807017,2,"{'11': 0.0010492149644310623, '10': 0.0008682310501303412}"
230,46.0,63.86125527524345,0.001313731379965326,0.1313731379965326,0.1313731379965326,2,"{'11': 0.001500571535265471, '10': 0.001126891224665181}"
231,46.2,64.06125054496042,0.0035418628696552205,0.35418628696552207,0.35418628696552207,2,"{'11': 0.0034072037653931427, '10': 0.0036765219739172982}"
232,46.400000000000006,64.26124581467737,0.005167275641157354,0.5167275641157354,0.5167275641157354,2,"{'11': 0.005131204934708568, '10': 0.00520334634760614}"
233,46.6,64.4612410843943,0.007574596905086403,0.7574596905086403,0.7574596905086403,2,"{'11': 0.007372056116105878, '10': 0.007777137694066928}"
234,46.800000000000004,64.66123635411127,0.010512747247011532,1.0512747247011531,1.0512747247011531,2,"{'11': 0.010198189805797394, '10': 0.010827304688225669}"
235,47.0,64.8612316238282,0.013336298553884667,1.3336298553884667,1.3336298553884667,2,"{'11': 0.013149966218813185, '10': 0.013522630888956147}"
236,47.2,65.06122689354517,0.017151073983562328,1.7151073983562328,1.7151073983562328,2,"{'11': 0.016831511863071295, '10': 0.01747063610405336}"
237,47.400000000000006,65.26122216326212,0.02193569015075798,2.193569015075798,2.193569015075798,2,"{'11': 0.021732386179858093, '10': 0.022138994121657866}"
238,47.6,65.46121743297907,0.028145542456560684,2.8145542456560686,2.8145542456560686,2,"{'11': 0.028029237775602286, '10': 0.028261847137519083}"
239,47.800000000000004,65.66121270269602,0.03408395776283169,3.4083957762831694,3.4083957762831694,2,"{'11': 0.03392572270415038, '10': 0.034242192821513}"
240,48.0,65.86120797241296,0.04063897504026359,4.063897504026359,4.063897504026359,2,"{'11': 0.04045771979557135, '10': 0.040820230284955836}"
241,48.2,66.06120324212992,0.048085691580312784,4.808569158031278,4.808569158031278,2,"{'11': 0.04783789233609006, '10': 0.048333490824535516}"
242,48.400000000000006,66.26119851184687,0.05570531069074803,5.570531069074803,5.570531069074803,2,"{'11': 0.05531589491477921, '10': 0.05609472646671685}"
243,48.6,66.46119378156382,0.06482133017436703,6.482133017436703,6.482133017436703,2,"{'11': 0.06451604954385377, '10': 0.0651266108048803}"
244,48.800000000000004,66.66118905128077,0.0756556331781975,7.56556331781975,7.56556331781975,2,"{'11': 0.0751160857392022, '10': 0.0761951806171928}"
245,49.0,66.86118432099772,0.08685183089526789,8.68518308952679,8.68518308952679,2,"{'11': 0.08619232833715343, '10': 0.08751133345338236}"
246,49.2,67.06117959071467,0.09740016641246477,9.740016641246477,9.740016641246477,2,"{'11': 0.09648534355856286, '10': 0.09831498926636666}"
247,49.400000000000006,67.26117486043162,0.10875031398166073,10.875031398166072,10.875031398166072,2,"{'11': 0.10798172145545691, '10': 0.10951890650786454}"
248,49.6,67.46117013014857,0.12060569153884164,12.060569153884163,12.060569153884163,2,"{'11': 0.11991346235443505, '10': 0.12129792072324823}"
249,49.800000000000004,67.66116539986552,0.13183541275835514,13.183541275835514,13.183541275835514,2,"{'11': 0.1309605659543513, '10': 0.13271025956235902}"
250,50.0,67.86116066958247,0.1442183254182205,14.421832541822049,14.421832541822049,2,"{'11': 0.1432059574898977, '10': 0.14523069334654326}"
251,50.2,68.06115593929943,0.15580929672037452,15.580929672037453,15.580929672037453,2,"{'11': 0.15472514590530428, '10': 0.15689344753544476}"
252,50.400000000000006,68.26115120901638,0.1674835172811014,16.74835172811014,16.74835172811014,2,"{'11': 0.16651021342552877, '10': 0.16845682113667404}"
253,50.6,68.46114647873333,0.1793022651780153,17.930226517801533,17.930226517801533,2,"{'11': 0.17824527262482406, '10': 0.18035925773120656}"
254,50.800000000000004,68.66114174845028,0.1911262703721731,19.11262703721731,19.11262703721731,2,"{'11': 0.19002743958144497, '10': 0.19222510116290126}"
255,51.0,68.86113701816723,0.2025827008887025,20.25827008887025,20.25827008887025,2,"{'11': 0.2014492119114045, '10': 0.2037161898660005}"
256,51.2,69.06113228788418,0.21364634613887468,21.364634613887468,21.364634613887468,2,"{'11': 0.2123277780668944, '10': 0.21496491421085492}"
257,51.400000000000006,69.26112755760113,0.22504324683829693,22.504324683829694,22.504324683829694,2,"{'11': 0.22383337688058141, '10': 0.22625311679601245}"
258,51.6,69.46112282731808,0.2366497223095962,23.66497223095962,23.66497223095962,2,"{'11': 0.23533824775515672, '10': 0.23796119686403563}"
259,51.800000000000004,69.66111809703503,0.2484157854682573,24.84157854682573,24.84157854682573,2,"{'11': 0.24709507782059298, '10': 0.2497364931159216}"
260,52.0,69.86111336675198,0.2607058515598267,26.070585155982666,26.070585155982666,2,"{'11': 0.2594732296555027, '10': 0.26193847346415067}"
261,52.2,70.06110863646893,0.27293439641284734,27.293439641284735,27.293439641284735,2,"{'11': 0.27174120182635025, '10': 0.27412759099934436}"
262,52.400000000000006,70.26110390618588,0.28488809959943096,28.488809959943097,28.488809959943097,2,"{'11': 0.28335686341149163, '10': 0.28641933578737033}"
263,52.6,70.46109917590283,0.2990929560561051,29.90929560561051,29.90929560561051,2,"{'11': 0.2977691620266403, '10': 0.3004167500855699}"
264,52.800000000000004,70.66109444561978,0.31244285233281366,31.244285233281367,31.244285233281367,2,"{'11': 0.3106197210078806, '10': 0.3142659836577467}"
265,53.0,70.86108971533673,0.32630037232663434,32.63003723266343,32.63003723266343,2,"{'11': 0.32477602380010895, '10': 0.32782472085315967}"
266,53.2,71.06108498505368,0.3391684743860351,33.91684743860351,33.91684743860351,2,"{'11': 0.3377838595140385, '10': 0.3405530892580317}"
267,53.400000000000006,71.26108025477063,0.3515981461540614,35.159814615406134,35.159814615406134,2,"{'11': 0.3501171104682416, '10': 0.35307918183988113}"
268,53.6,71.46107552448758,0.36480953756199497,36.4809537561995,36.4809537561995,2,"{'11': 0.363416520391204, '10': 0.366202554732786}"
269,53.800000000000004,71.66107079420453,0.37746328812262225,37.74632881226223,37.74632881226223,2,"{'11': 0.3762762440089679, '10': 0.3786503322362766}"
270,54.0,71.86106606392148,0.3904820121912256,39.04820121912256,39.04820121912256,2,"{'11': 0.3891459534511469, '10': 0.39181807093130433}"
271,54.2,72.06106133363843,0.40318516291140805,40.3185162911408,40.3185162911408,2,"{'11': 0.40173469711314047, '10': 0.4046356287096756}"
272,54.400000000000006,72.2610566033554,0.4165955517857808,41.65955517857808,41.65955517857808,2,"{'11': 0.4154085684385354, '10': 0.4177825351330262}"
273,54.6,72.46105187307234,0.4286302523374902,42.86302523374902,42.86302523374902,2,"{'11': 0.4272601658619758, '10': 0.4300003388130046}"
274,54.800000000000004,72.6610471427893,0.44069918871984237,44.069918871984235,44.069918871984235,2,"{'11': 0.43961865481098844, '10': 0.4417797226286963}"
275,55.0,72.86104241250624,0.45328228045256347,45.328228045256346,45.328228045256346,2,"{'11': 0.4518591265106512, '10': 0.4547054343944757}"
276,55.2,73.06103768222319,0.46591289510701195,46.591289510701195,46.591289510701195,2,"{'11': 0.46470257591928815, '10': 0.4671232142947357}"
277,55.400000000000006,73.26103295194015,0.47798747620473825,47.798747620473826,47.798747620473826,2,"{'11': 0.47688087724998685, '10': 0.4790940751594897}"
278,55.6,73.46102822165709,0.4909535839449863,49.095358394498625,49.095358394498625,2,"{'11': 0.48986501128302923, '10': 0.49204215660694334}"
279,55.800000000000004,73.66102349137405,0.5027713662653635,50.27713662653635,50.27713662653635,2,"{'11': 0.5016389834834957, '10': 0.5039037490472312}"
280,56.0,73.86101876109099,0.5108634828089165,51.08634828089165,51.008354665129616,2,"{'11': 0.5097989357141692, '10': 0.5119280299036637}"
281,56.2,74.06101403080795,0.5100835466512962,51.008354665129616,51.008354665129616,2,"{'11': 0.5089939917052893, '10': 0.5111731015973031}"
282,56.400000000000006,74.2610093005249,0.5100556908766045,51.005569087660454,51.008354665129616,2,"{'11': 0.5088716968284163, '10': 0.5112396849247929}"
283,56.6,74.46100457024185,0.5100849370028173,51.00849370028173,51.005569087660454,2,"{'11': 0.5090333535160845, '10': 0.5111365204895503}"
284,56.800000000000004,74.6609998399588,0.5099596081721044,50.99596081721044,50.99596081721044,2,"{'11': 0.5086713463604059, '10': 0.5112478699838029}"
285,57.0,74.86099510967574,0.5097915785779372,50.97915785779372,50.99083799055715,2,"{'11': 0.5086290224664617, '10': 0.5109541346894129}"
286,57.2,75.0609903793927,0.5099083799055715,50.99083799055715,50.97915785779372,2,"{'11': 0.5088678808168411, '10': 0.5109488789943019}"
287,57.400000000000006,75.26098564910966,0.5058753618360979,50.58753618360979,50.58753618360979,2,"{'11': 0.5045558269375915, '10': 0.5071948967346044}"
288,57.6,75.4609809188266,0.5001090736701743,50.01090736701743,50.01090736701743,2,"{'11': 0.49890241868777546, '10': 0.5013157286525731}"
289,57.800000000000004,75.66097618854356,0.4939421457292621,49.39421457292621,49.39421457292621,2,"{'11': 0.4927055300246366, '10': 0.4951787614338876}"
290,58.0,75.86097145826051,0.4855342655321315,48.55342655321315,48.55342655321315,2,"{'11': 0.48426682312205155, '10': 0.48680170794221156}"
291,58.2,76.06096672797746,0.47583443860793107,47.5834438607931,47.5834438607931,2,"{'11': 0.47465764660149407, '10': 0.4770112306143681}"
292,58.400000000000006,76.26096199769441,0.4646127550614653,46.461275506146535,46.461275506146535,2,"{'11': 0.4633119016479937, '10': 0.46591360847493696}"
293,58.6,76.46095726741136,0.45303775153878517,45.30377515387852,45.30377515387852,2,"{'11': 0.4516558497261916, '10': 0.45441965335137874}"
294,58.800000000000004,76.66095253712831,0.44149624272386045,44.14962427238605,44.14962427238605,2,"{'11': 0.44007978740969905, '10': 0.4429126980380218}"
295,59.0,76.86094780684526,0.4302641744160719,43.02641744160719,43.02641744160719,2,"{'11': 0.42882701685664487, '10': 0.4317013319754989}"
296,59.2,77.06094307656221,0.41984894778305987,41.984894778305986,41.984894778305986,2,"{'11': 0.4183601560765355, '10': 0.42133773948958425}"
297,59.400000000000006,77.26093834627916,0.4089021674066038,40.89021674066038,40.89021674066038,2,"{'11': 0.4072712123459121, '10': 0.4105331224672955}"
298,59.6,77.46093361599611,0.39645278884883395,39.645278884883396,39.645278884883396,2,"{'11': 0.39501560884402487, '10': 0.397889968853643}"
299,59.800000000000004,77.66092888571306,0.3847587074096729,38.47587074096729,38.47587074096729,2,"{'11': 0.38324279510717996, '10': 0.38627461971216576}"
300,60.0,77.86092415543001,0.373244070323978,37.3244070323978,37.3244070323978,2,"{'11': 0.3717289849136936, '10': 0.37475915573426233}"
301,60.2,78.06091942514696,0.36141657033275465,36.141657033275465,36.141657033275465,2,"{'11': 0.3598124442078173, '10': 0.36302069645769197}"
302,60.400000000000006,78.26091469486391,0.34987654917717714,34.98765491771771,34.98765491771771,2,"{'11': 0.34858594679007976, '10': 0.3511671515642746}"
303,60.6,78.46090996458086,0.3382985214126444,33.82985214126444,33.82985214126444,2,"{'11': 0.33696141863862766, '10': 0.33963562418666116}"
304,60.800000000000004,78.66090523429781,0.32734564316350584,32.734564316350586,32.734564316350586,2,"{'11': 0.3259067784678657, '10': 0.328784507859146}"
305,61.0,78.86090050401477,0.31600481668299246,31.600481668299246,31.600481668299246,2,"{'11': 0.31464245629769655, '10': 0.3173671770682884}"
306,61.2,79.06089577373172,0.30565086129832053,30.565086129832054,30.565086129832054,2,"{'11': 0.3042413789186469, '10': 0.30706034367799423}"
307,61.400000000000006,79.26089104344867,0.29396188286369906,29.396188286369906,29.396188286369906,2,"{'11': 0.2924987891044953, '10': 0.2954249766229028}"
308,61.6,79.46088631316562,0.2831026254260255,28.310262542602548,28.310262542602548,2,"{'11': 0.2818677639409872, '10': 0.28433748691106375}"
309,61.800000000000004,79.66088158288257,0.27212072618215094,27.212072618215092,27.212072618215092,2,"{'11': 0.2706352416485745, '10': 0.2736062107157274}"
310,62.0,79.86087685259952,0.2611357686478344,26.11357686478344,26.11357686478344,2,"{'11': 0.25976677342145194, '10': 0.2625047638742169}"
311,62.2,80.06087212231647,0.25077166727568867,25.077166727568866,25.077166727568866,2,"{'11': 0.249448934909341, '10': 0.2520943996420363}"
312,62.400000000000006,80.26086739203342,0.24029484559160497,24.029484559160498,24.029484559160498,2,"{'11': 0.2389640362270079, '10': 0.24162565495620206}"
313,62.6,80.46086266175037,0.2297429765912531,22.97429765912531,22.97429765912531,2,"{'11': 0.22837750615299476, '10': 0.2311084470295114}"
314,62.800000000000004,80.66085793146732,0.2196959875807883,21.969598758078828,21.969598758078828,2,"{'11': 0.21828728980519782, '10': 0.22110468535637873}"
315,63.0,80.86085320118427,0.2087404215748554,20.87404215748554,20.87404215748554,2,"{'11': 0.20736264238383068, '10': 0.2101182007658801}"
316,63.2,81.06084847090122,0.1981630146519991,19.81630146519991,19.81630146519991,2,"{'11': 0.19683654635378617, '10': 0.19948948295021202}"
317,63.400000000000006,81.26084374061818,0.18898238278899476,18.898238278899477,18.898238278899477,2,"{'11': 0.18769697355857512, '10': 0.1902677920194144}"
318,63.6,81.46083901033512,0.17777898057648953,17.77789805764895,17.77789805764895,2,"{'11': 0.17649776702430114, '10': 0.1790601941286779}"
319,63.800000000000004,81.66083428005209,0.16740105155316637,16.740105155316638,16.740105155316638,2,"{'11': 0.16607689598085743, '10': 0.16872520712547528}"
320,64.0,81.86082954976902,0.15616118365818027,15.616118365818027,15.616118365818027,2,"{'11': 0.15502115163620656, '10': 0.157301215680154}"
321,64.2,82.06082481948597,0.14532989679739344,14.532989679739345,14.532989679739345,2,"{'11': 0.14423002175556662, '10': 0.14642977183922024}"
322,64.4,82.26082008920292,0.13460350920925152,13.460350920925151,13.460350920925151,2,"{'11': 0.1334475096142385, '10': 0.13575950880426454}"
323,64.60000000000001,82.46081535891989,0.1236822048230421,12.36822048230421,12.36822048230421,2,"{'11': 0.1226445740583762, '10': 0.124719835587708}"
324,64.8,82.66081062863682,0.11297349825351682,11.297349825351683,11.297349825351683,2,"{'11': 0.11195587303914437, '10': 0.11399112346788927}"
325,65.0,82.86080589835377,0.10257140103300139,10.257140103300138,10.257140103300138,2,"{'11': 0.10162686290397797, '10': 0.10351593916202481}"
326,65.2,83.06080116807072,0.09291690146520773,9.291690146520773,9.291690146520773,2,"{'11': 0.09217278109790679, '10': 0.09366102183250866}"
327,65.4,83.26079643778769,0.08317477937974532,8.317477937974532,8.317477937974532,2,"{'11': 0.0822979159766992, '10': 0.08405164278279142}"
328,65.60000000000001,83.46079170750464,0.07389869914970837,7.389869914970837,7.389869914970837,2,"{'11': 0.07320694807817807, '10': 0.07459045022123867}"
329,65.8,83.66078697722158,0.06507762820017504,6.507762820017504,6.507762820017504,2,"{'11': 0.06432943540351817, '10': 0.06582582099683193}"
330,66.0,83.86078224693853,0.05704492676287794,5.704492676287794,5.704492676287794,2,"{'11': 0.056347264092135044, '10': 0.057742589433620824}"
331,66.2,84.06077751665548,0.04920169691683755,4.920169691683755,4.920169691683755,2,"{'11': 0.04856245850304766, '10': 0.04984093533062745}"
332,66.4,84.26077278637244,0.042550442644949005,4.2550442644949005,4.2550442644949005,2,"{'11': 0.04210256694484663, '10': 0.04299831834505138}"
333,66.60000000000001,84.46076805608939,0.03656758697740839,3.656758697740839,3.656758697740839,2,"{'11': 0.03605490063711541, '10': 0.03708027331770137}"
334,66.8,84.66076332580633,0.03135666687965863,3.135666687965863,3.135666687965863,2,"{'11': 0.03090424824816889, '10': 0.03180908551114836}"
335,67.0,84.86075859552328,0.027305901789248598,2.7305901789248597,2.7305901789248597,2,"{'11': 0.027136325985242363, '10': 0.027475477593254832}"
336,67.2,85.06075386524024,0.024874242168486792,2.4874242168486793,2.4874242168486793,2,"{'11': 0.024764455783612225, '10': 0.02498402855336136}"
337,67.4,85.2607491349572,0.022597650746410493,2.259765074641049,2.259765074641049,2,"{'11': 0.022301119724099556, '10': 0.022894181768721433}"
338,67.60000000000001,85.46074440467414,0.02027053919565984,2.027053919565984,2.027053919565984,2,"{'11': 0.02002145596853105, '10': 0.02051962242278863}"
339,67.8,85.66073967439108,0.018556803617025497,1.8556803617025497,1.8556803617025497,2,"{'11': 0.018222424657586275, '10': 0.018891182576464723}"
340,68.0,85.86073494410803,0.016859538487985326,1.6859538487985326,1.6859538487985326,2,"{'11': 0.016494719557302116, '10': 0.01722435741866854}"
341,68.2,86.060730213825,0.015519852165372066,1.5519852165372066,1.5519852165372066,2,"{'11': 0.015204752505470372, '10': 0.01583495182527376}"
342,68.4,86.26072548354195,0.014296862077245405,1.4296862077245405,1.4296862077245405,2,"{'11': 0.014037446372844077, '10': 0.014556277781646735}"
343,68.60000000000001,86.4607207532589,0.012991731410263694,1.2991731410263694,1.2991731410263694,2,"{'11': 0.012703627953113443, '10': 0.013279834867413947}"
344,68.8,86.66071602297583,0.011492846487298827,1.1492846487298827,1.1492846487298827,2,"{'11': 0.011246280308416163, '10': 0.011739412666181493}"
345,69.0,86.8607112926928,0.009850636086209019,0.9850636086209018,0.9850636086209018,2,"{'11': 0.009374610143845663, '10': 0.010326662028572376}"
346,69.2,87.06070656240975,0.007984937931025423,0.7984937931025423,0.7984937931025423,2,"{'11': 0.0076714848448065556, '10': 0.00829839101724429}"
347,69.4,87.2607018321267,0.006569404314296534,0.6569404314296534,0.6569404314296534,2,"{'11': 0.006264955009293457, '10': 0.006873853619299612}"
348,69.60000000000001,87.46069710184365,0.005373338818287065,0.5373338818287065,0.5373338818287065,2,"{'11': 0.005341182386504595, '10': 0.005405495250069534}"
349,69.8,87.66069237156059,0.0041976486447793445,0.41976486447793443,0.41976486447793443,2,"{'11': 0.004108442420278562, '10': 0.004286854869280126}"
350,70.0,87.86068764127755,0.0024197663996383665,0.24197663996383664,0.24197663996383664,2,"{'11': 0.0024205927390143073, '10': 0.0024189400602624258}"
351,70.2,88.0606829109945,0.0013810509295090218,0.13810509295090218,0.13810509295090218,2,"{'11': 0.0014498632860588845, '10': 0.0013122385729591594}"
352,70.4,88.26067818071145,0.0008714293904647872,0.08714293904647871,0.11249507919920151,2,"{'11': 0.0009209535561847943, '10': 0.0008219052247447802}"
353,70.60000000000001,88.4606734504284,0.0011249507919920152,0.11249507919920151,0.0995211631418342,2,"{'11': 0.00110601246281825, '10': 0.0011438891211657802}"
354,70.8,88.66066872014535,0.000995211631418342,0.0995211631418342,0.0995211631418342,2,"{'11': 0.0009753597007751646, '10': 0.0010150635620615194}"
355,71.0,88.8606639898623,0.0008989788898722297,0.08989788898722297,0.0995211631418342,2,"{'11': 0.0010159811929736102, '10': 0.000781976586770849}"
356,71.2,89.06065925957925,0.0011996502912393562,0.11996502912393563,0.09283664236434533,2,"{'11': 0.0012226151222242284, '10': 0.001176685460254484}"
357,71.4,89.2606545292962,0.0009283664236434533,0.09283664236434533,0.09719960734116667,2,"{'11': 0.001039556416889705, '10': 0.0008171764303972019}"
358,71.60000000000001,89.46064979901315,0.0009719960734116666,0.09719960734116667,0.09719960734116667,2,"{'11': 0.0009554761199532799, '10': 0.0009885160268700535}"
359,71.8,89.6606450687301,0.001043229943162441,0.1043229943162441,0.1043229943162441,2,"{'11': 0.0011356578124281436, '10': 0.0009508020738967383}"
360,72.0,89.86064033844706,0.0011319919658084646,0.11319919658084646,0.11319919658084646,2,"{'11': 0.0010943643099683546, '10': 0.0011696196216485748}"
361,72.2,90.060635608164,0.0013237314474998946,0.13237314474998946,0.13237314474998946,2,"{'11': 0.0014027797305403381, '10': 0.0012446831644594512}"
362,72.4,90.26063087788096,0.0015823638275579647,0.15823638275579646,0.13237314474998946,2,"{'11': 0.0017668263479717645, '10': 0.001397901307144165}"
363,72.60000000000001,90.46062614759792,0.0011162577872867547,0.11162577872867548,0.15823638275579646,2,"{'11': 0.0012916344292713178, '10': 0.0009408811453021916}"
364,72.8,90.66062141731486,0.0037622762779659586,0.37622762779659585,0.37622762779659585,2,"{'11': 0.003732065537579519, '10': 0.0037924870183523984}"
365,73.0,90.86061668703181,0.0051273157676556096,0.5127315767655609,0.5127315767655609,2,"{'11': 0.0050381304042763355, '10': 0.005216501131034883}"
366,73.2,91.06061195674876,0.00701392622108338,0.701392622108338,0.701392622108338,2,"{'11': 0.006996468480322459, '10': 0.007031383961844301}"
367,73.4,91.26060722646571,0.010071718784148056,1.0071718784148056,1.0071718784148056,2,"{'11': 0.009938498902665037, '10': 0.010204938665631075}"
368,73.60000000000001,91.46060249618267,0.012958024580854162,1.2958024580854162,1.2958024580854162,2,"{'11': 0.012996173648557327, '10': 0.012919875513150998}"
369,73.8,91.66059776589961,0.016220525475625427,1.6220525475625427,1.6220525475625427,2,"{'11': 0.01599767704762039, '10': 0.016443373903630463}"
370,74.0,91.86059303561656,0.020760911107215507,2.076091110721551,2.076091110721551,2,"{'11': 0.020559126668165346, '10': 0.02096269554626567}"
371,74.2,92.06058830533351,0.02679200824348342,2.679200824348342,2.679200824348342,2,"{'11': 0.02653314147183683, '10': 0.027050875015130014}"
372,74.4,92.26058357505048,0.03197872597934069,3.197872597934069,3.197872597934069,2,"{'11': 0.03155022510191608, '10': 0.032407226856765295}"
373,74.60000000000001,92.46057884476743,0.038597236290659614,3.8597236290659613,3.8597236290659613,2,"{'11': 0.03807902203697958, '10': 0.03911545054433964}"
374,74.8,92.66057411448436,0.04572337542712099,4.5723375427120985,4.5723375427120985,2,"{'11': 0.04509708749859996, '10': 0.04634966335564202}"
375,75.0,92.86056938420131,0.05338954483058657,5.338954483058657,5.338954483058657,2,"{'11': 0.05301150904081241, '10': 0.05376758062036073}"
376,75.2,93.06056465391826,0.062421182338134214,6.242118233813422,6.242118233813422,2,"{'11': 0.06210506096085269, '10': 0.06273730371541573}"
377,75.4,93.26055992363523,0.07326380613085409,7.326380613085409,7.326380613085409,2,"{'11': 0.07260820245002529, '10': 0.07391940981168288}"
378,75.60000000000001,93.46055519335218,0.0839136960531109,8.39136960531109,8.39136960531109,2,"{'11': 0.08290053793560699, '10': 0.08492685417061481}"
379,75.8,93.66055046306911,0.09498950780162407,9.498950780162406,9.498950780162406,2,"{'11': 0.09414006284366465, '10': 0.09583895275958351}"
